isolate_id,well_salt,class,order,family,genus,species,lag_time,growthrate,gr_sd,carr_cap,carr_cap_sd,n_growth_meas
1,0,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,arctica,NA,0,0,0.08537619047619048,3.104747297657743e-4,3
1,5,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,arctica,10.955185178544127,0.4174483139812487,0.08037373812501605,0.5947142857142858,0.09131167080110732,3
1,15,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,arctica,8.361490845363914,0.6419828494800468,0.07481646161220905,1.0280380952380952,0.07251566661599347,3
1,20,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,arctica,7.478166102017506,0.6955182912713993,0.04722652368437739,1.0516857142857143,0.05888063504815036,3
1,30,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,arctica,6.4036819405325955,0.8403212864386947,0.026617926428425562,1.1664619047619047,0.07645580333725874,3
1,35,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,arctica,6.375249832797876,0.8588155449041014,0.02628219747348124,1.2453809523809523,0.13869308528099694,3
1,40,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,arctica,6.428225510835198,0.830705583164376,0.025299996386959685,1.2544095238095239,0.12013112931830996,3
1,45,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,arctica,6.525001110139923,0.7982627475657382,0.05441635988464134,1.2956666666666667,0.15154235370346603,3
1,50,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,arctica,6.678625362096829,0.7391349606224855,0.04558331082538056,1.352833333333333,0.17333190194333084,3
1,65,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,arctica,7.40192239537933,0.611622862138417,0.08622241735581711,1.1979809523809524,0.0792497889436877,3
1,80,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,arctica,9.83008521092479,0.4259091171597261,0.027912004816774957,1.309652380952381,0.057799361505783034,3
1,100,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,arctica,22.070605628158752,0.4987013802789142,0.41317233109158724,1.2891761904761907,0.24117397452128736,3
10,0,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,fragi,6.719636930456394,0.7349865700726026,0.1767715802536051,0.6749880935123989,0.019523061767700054,6
10,5,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,fragi,6.639614170545924,0.523128359873959,0.07147345305692138,0.7153261904648373,0.02648455753506777,6
10,15,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,fragi,6.057473639768457,0.40192135316848954,0.09913039101466735,0.7186523809410277,0.022133217542293238,6
10,20,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,fragi,10.406412639011203,0.3908493504149147,0.11429559158977769,0.7787357144310361,0.04374385716950972,6
10,30,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,fragi,15.443555984138946,0.380003030746311,0.0952609188259334,0.9698761898563022,0.08309518569043392,6
10,35,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,fragi,13.904854629314745,0.2996534106801347,0.10911305869878797,0.9840476232392448,0.09807922883021532,6
